#Split in new
chr1	182392	184158	A0A096LP88	0	+	182709	184158	255,0,0	3	354,127,237	0,721,1529
#Split in new
chr1	184922	195411	A0A096LNU2	0	-	184923	195411	255,0,0	10	428,69,202,132,7,137,48,96,102,153	0,568,2453,2832,3099,3207,3516,3566,3868,10336
#Split in new
chr1	184924	195411	A0A096LP75	0	-	184925	195411	255,0,0	11	426,69,153,159,202,132,141,48,96,112,149	0,566,1392,2204,2451,2830,3201,3514,3564,3866,10338
#Split in new
chr1	184926	200322	A0A096LP26	0	-	184926	200286	255,0,0	15	45,73,31,153,139,18,198,132,4,137,48,96,99,158,273	0,50,602,1390,2202,2343,2453,2828,3175,3203,3512,3562,3864,10332,15123
#Partially deleted in new
chr1	1632094	1634654	O75900	0	+	1632219	1634625	255,0,0	8	280,131,140,168,165,111,127,204	0,688,886,1093,1653,1894,2107,2356
#Partially deleted in new
chr1	1632177	1634474	B4DMZ6	0	+	1632219	1633477	255,0,0	6	197,131,140,912,127,24	0,605,803,1010,2024,2273
#Partially deleted in new
chr1	1632178	1634654	O75086	0	+	1632219	1634546	255,0,0	7	196,131,375,165,111,127,204	0,604,802,1569,1810,2023,2272
#Partially deleted in new
chr1	1632782	1634651	H0YA69	0	+	1632782	1634546	255,0,0	6	131,168,165,111,127,201	0,405,965,1206,1419,1668
#Partially deleted in new
chr1	1633202	1634568	H0Y6I4	0	+	1633202	1634546	255,0,0	4	153,352,127,118	0,545,999,1248
#Partially deleted in new
chr1	1633202	1634568	H0YAE5	0	+	1633202	1634546	255,0,0	5	278,165,111,127,118	0,545,786,999,1248
#Partially deleted in new
chr1	1634239	1635263	J3KRS4	0	+	1634239	1634625	255,0,0	3	89,336,105	0,211,919
#Split in new
chr1	1635226	1659012	B7ZVY7	0	-	1635240	1657388	255,0,0	20	630,190,149,117,108,122,106,122,91,176,66,159,96,123,137,139,128,116,124,99	0,710,1106,1455,1670,1854,2181,2535,3273,5050,5821,6435,6679,7159,9899,14272,17212,20142,22148,23687
#Split in new
chr1	1635586	1659012	J3QR44	0	-	1635600	1657388	255,0,0	20	270,190,149,117,108,122,106,122,91,176,66,159,96,162,137,139,128,116,124,99	0,350,746,1095,1310,1494,1821,2175,2913,4690,5461,6075,6319,6760,9539,13912,16852,19782,21788,23327
#Split in new
chr1	1635737	1659012	A0A087WYI9	0	-	1641675	1657388	255,0,0	18	119,190,149,117,108,122,106,122,91,176,66,159,96,139,128,116,124,99	0,199,595,944,1159,1343,1670,2024,2762,4539,5310,5924,6168,13761,16701,19631,21637,23176
#Split in new
chr1	1635737	1659012	A0A087X1I0	0	-	1641675	1657388	255,0,0	19	119,190,149,117,108,122,106,122,91,176,66,159,96,123,139,128,116,124,99	0,199,595,944,1159,1343,1670,2024,2762,4539,5310,5924,6168,6648,13761,16701,19631,21637,23176
#Split in new
chr1	1635737	1659012	A0A0D9SEI3	0	-	1635751	1657388	255,0,0	21	119,190,149,117,108,122,106,122,91,176,66,159,96,123,179,65,112,18,116,124,99	0,199,595,944,1159,1343,1670,2024,2762,4539,5310,5924,6168,6648,9388,9841,10035,10388,19631,21637,23176
#Split in new
chr1	1635737	1659012	A0A0D9SEN2	0	-	1635751	1657388	255,0,0	22	119,190,149,117,108,122,106,122,91,176,66,159,96,123,179,38,33,112,51,116,124,99	0,199,595,944,1159,1343,1670,2024,2762,4539,5310,5924,6168,6648,9388,9722,9873,10035,10260,19631,21637,23176
#Split in new
chr1	1635737	1659012	A0A0D9SER5	0	-	1635751	1657388	255,0,0	22	119,190,149,117,108,122,106,122,91,176,66,159,96,123,179,49,94,17,68,116,124,99	0,199,595,944,1159,1343,1670,2024,2762,4539,5310,5924,6168,6648,9388,9722,10035,10215,10373,19631,21637,23176
#Split in new
chr1	1635737	1659012	J3QR29	0	-	1635776	1657294	255,0,0	21	119,190,149,117,108,122,106,122,91,176,66,159,96,123,137,139,128,116,47,124,99	0,199,595,944,1159,1343,1670,2024,2762,4539,5310,5924,6168,6648,9388,13761,16701,19631,21518,21637,23176
#Partially deleted in new
chr1	1659528	1692724	A0A087WUK8	0	-	1659676	1676525	255,0,0	7	583,146,128,136,469,418,276	0,8798,15934,16535,16849,31447,32920
#Partially deleted in new
chr1	1661477	1692644	P0CK96	0	-	1661625	1676525	255,0,0	10	4542,146,73,54,121,128,136,469,418,196	0,6849,8186,8620,10031,13985,14586,14900,29498,30971
#Partially deleted in new
chr1	1661478	1692728	P0CK96	0	-	1661626	1676525	255,0,0	9	4541,146,73,54,121,128,136,469,280	0,6848,8185,8619,10030,13984,14585,14899,30970
#Split in new
chr1	2635975	2801717	A0A1C7CYW7	0	-	2636017	2800085	255,0,0	9	5920,215,271,167,205,226,844,825,141	0,8288,9317,147633,149843,151505,153527,164068,165601
#Split in new
chr1	2640961	2801699	A8MYJ7	0	-	2641086	2801611	255,0,0	7	529,215,271,167,205,226,213	0,2898,3927,154631,156841,158503,160525
#Split in new
chr1	2641367	2789665	A8MYJ7	0	-	2641367	2789577	255,0,0	7	528,215,271,167,205,226,163	0,2896,3925,142241,144451,146113,148135
#Partially deleted in new
chr1	6785323	7769706	Q9Y6Y1	0	+	6785531	7766491	255,0,0	23	252,70,119,68,136,72,154,141,1847,127,135,152,197,79,316,524,188,247,72,194,75,31,3248	0,34857,39768,305980,464167,682506,855076,876402,878029,885587,892275,947124,951020,951607,951931,952635,959511,960521,962386,965875,967135,970314,981135
#Partially deleted in new
chr1	8352396	8817465	A0A024R4E9	0	-	8352541	8656117	255,0,0	24	2724,181,147,721,223,1379,114,162,200,93,163,81,99,100,125,49,105,97,106,126,71,469,185,306	0,3022,3703,5799,7367,7715,9366,10286,11659,12349,13415,70330,113528,142666,145008,156230,188817,204078,205021,262164,271913,303576,440007,464763
#Partially deleted in new
chr1	8352396	8817465	Q9P2R6	0	-	8352541	8656117	255,0,0	24	2724,181,147,721,223,1379,114,162,200,93,163,81,99,100,125,49,105,97,106,126,71,469,185,306	0,3022,3703,5799,7367,7715,9366,10286,11659,12349,13415,70330,113528,142666,145008,156230,188817,204078,205021,262164,271913,303576,440007,464763
#Partially deleted in new
chr1	8352405	8525939	B1AKN3	0	-	8352561	8525914	255,0,0	17	2715,181,147,721,223,1379,114,162,200,93,163,81,99,100,125,49,181	0,3013,3694,5790,7358,7706,9357,10277,11650,12340,13406,70321,113519,142657,144999,156221,173353
#Partially deleted in new
chr1	8353942	8656371	H7BYW9	0	-	8354017	8656047	255,0,0	15	1178,181,93,163,81,99,100,125,49,105,97,106,126,71,399	0,1476,10803,11869,68784,111982,141120,143462,154684,187271,202532,203475,260618,270367,302030
#Partially deleted in new
chr1	8354625	8817643	A0A024R4E9	0	-	8354770	8656117	255,0,0	23	495,181,147,721,223,1379,114,162,200,93,163,81,99,100,125,49,105,97,106,126,71,469,484	0,793,1474,3570,5138,5486,7137,8057,9430,10120,11186,68101,111299,140437,142779,154001,186588,201849,202792,259935,269684,301347,462534
#Partially deleted in new
chr1	8354625	8817643	Q9P2R6	0	-	8354770	8656117	255,0,0	23	495,181,147,721,223,1379,114,162,200,93,163,81,99,100,125,49,105,97,106,126,71,469,484	0,793,1474,3570,5138,5486,7137,8057,9430,10120,11186,68101,111299,140437,142779,154001,186588,201849,202792,259935,269684,301347,462534
#Partially deleted in new
chr1	8422789	8526027	K7EIE3	0	-	8422789	8497480	255,0,0	7	18,99,100,125,49,83,269	0,43135,72273,74615,85837,96920,102969
#Partially deleted in new
chr1	9539481	9585179	Q9BSK2	0	+	9539692	9582501	255,0,0	7	266,180,78,101,67,281,2881	0,14144,27802,30776,33864,40472,42817
#Partially deleted in new
chr1	12230066	12512047	Q5THJ4	0	+	12234267	12509024	255,0,0	70	54,173,78,191,81,117,105,171,101,169,102,202,180,131,76,171,131,133,2214,152,1032,91,127,181,183,223,211,172,113,213,266,134,156,211,75,207,90,141,123,75,106,153,136,48,151,211,248,192,127,143,131,176,124,236,109,164,109,180,114,150,150,97,149,135,168,133,196,132,241,3155	0,4124,12446,14179,14470,19156,23655,26266,26920,27868,30626,30881,31834,36814,37778,38639,40927,42936,45758,49432,52638,58156,60931,63457,69135,74439,78364,81387,81746,84048,88005,89430,91742,92469,93639,97581,99762,103159,105638,108164,111713,112832,115307,116538,118756,119097,123907,125832,126331,128392,132653,133005,138401,139400,143683,148361,149421,152909,155193,156118,170114,171541,173758,185020,186593,225931,230134,267433,276786,278826
#Partially deleted in new
chr1	12230066	12512047	Q5THJ4-2	0	+	12234267	12509024	255,0,0	69	54,173,78,191,81,117,105,171,101,169,102,202,180,131,76,171,131,133,2214,152,1032,91,127,181,183,223,211,172,113,213,266,134,156,211,75,207,90,141,123,106,153,136,48,151,211,248,192,127,143,131,176,124,236,109,164,109,180,114,150,150,97,149,135,168,133,196,132,241,3155	0,4124,12446,14179,14470,19156,23655,26266,26920,27868,30626,30881,31834,36814,37778,38639,40927,42936,45758,49432,52638,58156,60931,63457,69135,74439,78364,81387,81746,84048,88005,89430,91742,92469,93639,97581,99762,103159,105638,111713,112832,115307,116538,118756,119097,123907,125832,126331,128392,132653,133005,138401,139400,143683,148361,149421,152909,155193,156118,170114,171541,173758,185020,186593,225931,230134,267433,276786,278826
#Partially deleted in new
chr1	12277120	12510361	H3BLS7	0	+	12277120	12509024	255,0,0	52	918,152,1032,91,127,181,183,223,211,172,113,213,266,134,156,211,75,207,90,141,123,75,103,153,136,48,151,211,248,192,127,143,131,176,124,236,109,164,109,180,114,150,150,97,149,135,168,133,196,132,241,1469	0,2378,5584,11102,13877,16403,22081,27385,31310,34333,34692,36994,40951,42376,44688,45415,46585,50527,52708,56105,58584,61110,64662,65778,68253,69484,71702,72043,76853,78778,79277,81338,85599,85951,91347,92346,96629,101307,102367,105855,108139,109064,123060,124487,126704,137966,139539,178877,183080,220379,229732,231772
#Partially deleted in new
chr1	12400309	12403948	R4GMW1	0	+	12400309	12402587	255,0,0	4	21,97,135,124	0,1298,2258,3515
#Partially deleted in new
chr1	12464939	12512047	F5GX56	0	+	12507091	12509024	255,0,0	4	310,132,241,3155	0,32560,41913,43953
#Partially deleted in new
chr1	12567909	12617731	O75911	0	-	12568293	12617537	255,0,0	6	515,126,239,120,144,578	0,4818,10808,11383,12613,49244
#Partially deleted in new
chr1	12568391	12616795	A0A087WTY3	0	-	12568391	12580583	255,0,0	4	33,126,144,236	0,4336,12131,48168
#Partially deleted in new
chr1	12578717	12596308	Q5SUY4	0	-	12578717	12580583	255,0,0	4	239,120,144,323	0,575,1805,17268
#Partially deleted in new
chr1	12644546	12667086	Q5VUY2	0	+	12644546	12666735	255,0,0	4	168,217,64,1126	0,6576,17244,21414
#Partially deleted in new
chr1	12746424	12761169	Q5VUY5	0	+	12746431	12760951	255,0,0	3	117,178,400	0,12885,14345
#Partially deleted in new
chr1	12791396	12796628	O95521	0	+	12793228	12795996	255,0,0	4	78,312,579,1191	0,1806,2518,4041
#Partially deleted in new
chr1	12824604	12831410	A0A087WW85	0	-	12824621	12828513	255,0,0	4	899,582,309,55	0,2644,3892,6751
#Partially deleted in new
chr1	12892895	12898270	O60809	0	-	12892921	12895586	255,0,0	4	579,579,312,55	0,1690,2665,5320
#Partially deleted in new
chr1	12916609	12920482	Q5VXH5	0	+	12917692	12920413	255,0,0	4	98,287,576,631	0,1083,1752,3242
#Partially deleted in new
chr1	12917624	12920480	Q5VXH5	0	+	12917693	12920413	255,0,0	3	355,576,629	0,737,2227
#Partially deleted in new
chr1	12938471	12945416	Q5VXH4	0	-	12938494	12942254	255,0,0	4	765,582,309,64	0,2512,3760,6881
#Partially deleted in new
chr1	12938471	12947580	Q5VXH4	0	-	12938494	12942254	255,0,0	4	765,582,309,64	0,2512,3760,9045
#Split in new
chr1	13049475	13056491	A3QJZ7	0	-	13049492	13053383	255,0,0	4	894,582,309,78	0,2642,3891,6938
#Split in new
chr1	13060852	13077622	A0A087WVD2	0	+	13073700	13077552	255,0,0	4	95,291,582,632	0,12843,13806,16138
#Partially deleted in new
